,features,observed_count,expected_feature_count_theta_0,partial_derivative_theta_0,finite_difference_theta_0,expected_feature_count_theta_tanh,partial_derivative_theta_tanh,finite_difference_theta_tanh
"('m', '5')","('2', 'e')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,43.09904558935201,-43.09904558935201,-43.099045569761074
"('m', '6')","('2', 'r')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,46.85261279290877,-46.85261279290877,-46.85261278609686
"('m', '7')","('2', 'i')",1,40.58974358974359,-39.58974358974359,-39.58974371016666,44.25417573903405,-43.25417573903405,-43.25417576183099
"('m', '8')","('2', 'c')",4,40.58974358974359,-36.58974358974359,-36.58974364952883,42.5226590520349,-38.5226590520349,-38.5226591333776
"('m', '9')","('2', 'f')",2,40.58974358974359,-38.58974358974359,-38.58974368995405,43.387595638157784,-41.387595638157784,-41.38759563829808
"('m', 'E')","('2', 'o')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,45.98779484333409,-45.98779484333409,-45.98779487423598
"('m', 'U')","('2', 's')",6,40.58974358974359,-34.58974358974359,-34.58974365457834,47.14031939756023,-41.14031939756023,-41.14031939934648
"('m', 'a')","('2', 'k')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,44.83225628782141,-44.83225628782141,-44.832256207882885
"('m', 'b')","('2', 'd')",24,40.58974358974359,-16.58974358974359,-16.589743700023973,42.8107196016751,-18.810719601675103,-18.81071962088754
"('m', 'c')","('2', 'h')",4,40.58974358974359,-36.58974358974359,-36.58974364952883,43.96520217270909,-39.96520217270909,-39.965202267921995
"('m', 'd')","('2', 'b')",2,40.58974358974359,-38.58974358974359,-38.58974368995405,42.23490524024081,-40.23490524024081,-40.23490528197726
"('m', 'e')","('2', 'u')",1,40.58974358974359,-39.58974358974359,-39.58974371016666,47.71464354183761,-46.71464354183761,-46.71464348575682
"('m', 'f')","('2', 't')",2,40.58974358974359,-38.58974358974359,-38.58974368995405,47.42767620334847,-45.42767620334847,-45.42767628663568
"('m', 'g')","('2', 'p')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,46.27631020674846,-46.27631020674846,-46.27631014955113
"('m', 'h')","('2', 'q')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,46.56459633131988,-46.56459633131988,-46.564596277676166
"('m', 'i')","('2', 'w')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,48.287252636527064,-48.287252636527064,-48.28725250263232
"('m', 'j')","('2', 'y')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,48.857835593185264,-48.857835593185264,-48.85783564532175
"('m', 'k')","('2', 'g')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,43.67632831853691,-43.67632831853691,-43.676328232322696
"('m', 'l')","('2', '3')",56,40.58974358974359,15.410256410256409,15.410256355607997,29.7462168813402,26.2537831186598,26.25378315315174
"('m', 'm')","('2', '2')",76,40.58974358974359,35.41025641025641,35.41025635058759,29.51473467617125,46.48526532382875,46.48526537494035
"('m', 'n')","('2', 'v')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,48.00118203913663,-48.00118203913663,-48.00118204002501
"('m', 'o')","('2', 'j')",1,40.58974358974359,-39.58974358974359,-39.58974366469192,44.543207576287884,-43.543207576287884,-43.54320767561148
"('m', 'p')","('2', '1')",59,40.58974358974359,18.41025641025641,18.41025632529636,29.2850538433087,29.7149461566913,29.714946185777077
"('m', 'q')","('2', '9')",41,40.58974358974359,0.4102564102564088,0.41025637074199034,31.172075123765275,9.827924876234725,9.827924895944307
"('m', 'r')","('2', '6')",50,40.58974358974359,9.410256410256409,9.410256325281807,30.451323278726345,19.548676721273655,19.54867670974636
"('m', 's')","('2', '0')",647,40.58974358974359,606.4102564102564,606.4102563414053,29.057188072344523,617.9428119276555,617.9428119139629
"('m', 't')","('2', '8')",50,40.58974358974359,9.410256410256409,9.410256325281807,30.93011538058202,19.06988461941798,19.069884592681774
"('m', 'u')","('2', '4')",51,40.58974358974359,10.410256410256409,10.410256300019682,29.979485999675333,21.020514000324667,21.020513986513834
"('m', 'v')","('2', '5')",76,40.58974358974359,35.41025641025641,35.41025635058759,30.21452680024147,45.78547319975853,45.78547318487835
"('m', 'w')","('2', 'x')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,48.57281661064321,-48.57281661064321,-48.572816649539156
"('m', 'x')","('2', '7')",51,40.58974358974359,10.410256410256409,10.410256300019682,30.6898586565363,20.3101413434637,20.3101413717377
"('m', 'y')","('2', 'U')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,38.54051966008021,-38.54051966008021,-38.54051969938155
"('m', 'z')","('2', 'E')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,34.20071102646924,-34.20071102646924,-34.20071102482325
"('n', ' ')","('v', 'a')",489,219.66666666666666,269.33333333333337,269.33333356282674,223.10339006203918,265.8966099379608,265.8966097442317
"('n', '0')","('v', 'l')",2,219.66666666666666,-217.66666666666666,-217.66666632174744,242.80897825658678,-240.80897825658678,-240.80897819658273
"('n', '1')","('v', 'SPACE')",78,219.66666666666666,-141.66666666666666,-141.6666666045785,146.06176431458485,-68.06176431458485,-68.0617642501602
"('n', '2')","('v', 'z')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,270.8272894244742,-270.8272894244742,-270.82728975074133
"('n', '3')","('v', 'm')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,244.70285081264856,-244.70285081264856,-244.7028507958748
"('n', '4')","('v', 'n')",7,219.66666666666666,-212.66666666666666,-212.666666629957,246.61359799551823,-239.61359799551823,-239.613597477728
"('n', '5')","('v', 'e')",5886,219.66666666666666,5666.333333333333,5666.333333647343,230.02877446724506,5655.971225532755,5655.971224950917
"('n', '6')","('v', 'r')",6,219.66666666666666,-213.66666666666666,-213.66666660469488,254.4238676447609,-248.4238676447609,-248.4238673787331
"('n', '7')","('v', 'i')",1714,219.66666666666666,1494.3333333333333,1494.3333335395434,237.22919629573255,1476.7708037042676,1476.7708038561975
"('n', '8')","('v', 'c')",12,219.66666666666666,-207.66666666666666,-207.66666675626763,226.53164834726317,-214.53164834726317,-214.5316486348747
"('n', '9')","('v', 'f')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,231.8031397968459,-231.8031397968459,-231.8031391041586
"('n', 'E')","('v', 'o')",277,219.66666666666666,57.33333333333334,57.333333461428985,248.5411514220254,28.458848577974607,28.45884810085408
"('n', 'U')","('v', 's')",26,219.66666666666666,-193.66666666666666,-193.66666656424056,256.41783155156276,-230.41783155156276,-230.41783188091355
"('n', 'a')","('v', 'k')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,240.93204228940604,-240.93204228940604,-240.93204156088174
"('n', 'b')","('v', 'd')",5,219.66666666666666,-214.66666666666666,-214.66666657943276,228.2716061555364,-223.2716061555364,-223.27160659187936
"('n', 'c')","('v', 'h')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,235.40337874929446,-235.40337874929446,-235.4033782467013
"('n', 'd')","('v', 'b')",14,219.66666666666666,-205.66666666666666,-205.66666662489294,224.8089088832737,-210.8089088832737,-210.8089096509502
"('n', 'e')","('v', 'u')",8,219.66666666666666,-211.66666666666666,-211.66666665521913,260.4547487292252,-252.45474872922517,-252.4547482607886
"('n', 'f')","('v', 't')",5,219.66666666666666,-214.66666666666666,-214.66666657943276,258.42816129530706,-253.42816129530706,-253.42816152260636
"('n', 'g')","('v', 'p')",3,219.66666666666666,-216.66666666666666,-216.66666671080745,250.4854362211147,-247.4854362211147,-247.4854354659328
"('n', 'h')","('v', 'q')",1,219.66666666666666,-218.66666666666666,-218.6666666602832,252.44637097161836,-251.44637097161836,-251.44637111225163
"('n', 'i')","('v', 'w')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,264.55623011411063,-264.55623011411063,-264.55622992216377
"('n', 'j')","('v', 'y')",26,219.66666666666666,-193.66666666666666,-193.66666656424056,268.72127426623894,-242.72127426623894,-242.721274116775
"('n', 'k')","('v', 'g')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,233.59468291448772,-233.59468291448772,-233.59468323178587
"('n', 'l')","('v', '3')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,162.37244729034222,-162.37244729034222,-162.37244744843338
"('n', 'm')","('v', '2')",1,219.66666666666666,-218.66666666666666,-218.6666666602832,161.40318038746878,-160.40318038746878,-160.40318041632418
"('n', 'n')","('v', 'v')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,262.4974789195541,-262.4974789195541,-262.49747952533653
"('n', 'o')","('v', 'j')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,239.07209852325445,-239.07209852325445,-239.07209815661187
"('n', 'p')","('v', '1')",2,219.66666666666666,-217.66666666666666,-217.66666650364638,160.44697141484997,-158.44697141484997,-158.44697118154727
"('n', 'q')","('v', '9')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,168.46955740904585,-168.46955740904585,-168.4695571384509
"('n', 'r')","('v', '6')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,165.35990164986276,-165.35990164986276,-165.35990125703393
"('n', 's')","('v', '0')",3,219.66666666666666,-216.66666666666666,-216.66666671080745,159.50368918439176,-156.50368918439176,-156.50368859496666
"('n', 't')","('v', '8')",1,219.66666666666666,-218.66666666666666,-218.6666666602832,167.41921317539862,-166.41921317539862,-166.41921301925322
"('n', 'u')","('v', '4')",1,219.66666666666666,-218.66666666666666,-218.6666666602832,163.35490295279334,-162.35490295279334,-162.35490347753512
"('n', 'v')","('v', '5')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,164.3506777740559,-164.3506777740559,-164.3506782784243
"('n', 'w')","('v', 'x')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,266.6308737165211,-266.6308737165211,-266.63087355700554
"('n', 'x')","('v', '7')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,166.38270389693912,-166.38270389693912,-166.38270408293465
"('n', 'y')","('v', 'U')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,203.97412007375863,-203.97412007375863,-203.9741202679579
"('n', 'z')","('v', 'E')",0,219.66666666666666,-219.66666666666666,-219.66666663502107,182.19800022368875,-182.19800022368875,-182.1980004024226
"('o', ' ')","('j', 'a')",229,42.35897435897436,186.64102564102564,186.64102562979676,43.15709063211213,185.84290936788787,185.8429094227176
"('o', '0')","('j', 'l')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,47.02443287476549,-47.02443287476549,-47.02443288806534
"('o', '1')","('j', 'SPACE')",30,42.35897435897436,-12.358974358974358,-12.358974390735964,27.487800309204943,2.5121996907950574,2.5121997623500647
"('o', '2')","('j', 'z')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,52.42568213023658,-52.42568213023658,-52.42568222456611
"('o', '3')","('j', 'm')",4,42.35897435897436,-38.35897435897436,-38.35897437056701,47.3931069857617,-43.3931069857617,-43.393106943767634
"('o', '4')","('j', 'n')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,47.76453497180566,-47.76453497180566,-47.76453497470356
"('o', '5')","('j', 'e')",228,42.35897435897436,185.64102564102564,185.64102560958415,44.52277885438834,183.47722114561165,183.47722116232032
"('o', '6')","('j', 'r')",5,42.35897435897436,-37.35897435897436,-37.35897439582914,49.277241087091575,-44.277241087091575,-44.277241067902644
"('o', '7')","('j', 'i')",68,42.35897435897436,25.641025641025642,25.641025604272723,45.93517876535563,22.06482123464437,22.06482122346642
"('o', '8')","('j', 'c')",1,42.35897435897436,-41.35897435897436,-41.35897438573011,43.834033653912044,-42.834033653912044,-42.83403368390282
"('o', '9')","('j', 'f')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,44.87154063981132,-44.87154063981132,-44.871540649182855
"('o', 'E')","('j', 'o')",415,42.35897435897436,372.64102564102564,372.6410256149392,48.13869051477269,366.8613094852273,366.8613094305328
"('o', 'U')","('j', 's')",4,42.35897435897436,-38.35897435897436,-38.35897437056701,49.6620193979043,-45.6620193979043,-45.66201937450386
"('o', 'a')","('j', 'k')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,46.65853774243983,-46.65853774243983,-46.65853780352335
"('o', 'b')","('j', 'd')",2,42.35897435897436,-40.35897435897436,-40.3589743655175,44.17693801734824,-42.17693801734824,-42.176938040938694
"('o', 'c')","('j', 'h')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,45.577759073394354,-45.577759073394354,-45.577759010484435
"('o', 'd')","('j', 'b')",1,42.35897435897436,-41.35897435897436,-41.35897438573011,43.494080123948066,-42.494080123948066,-42.4940801167395
"('o', 'e')","('j', 'u')",650,42.35897435897436,607.6410256410256,607.6410256355302,50.439275773800155,599.5607242261998,599.560724276671
"('o', 'f')","('j', 't')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,50.04937548453512,-50.04937548453512,-50.049375477101414
"('o', 'g')","('j', 'p')",11,42.35897435897436,-31.358974358974358,-31.358974320028207,48.51554608170007,-37.51554608170007,-37.515546137001365
"('o', 'h')","('j', 'q')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,48.89507292555056,-48.89507292555056,-48.8950729049975
"('o', 'i')","('j', 'w')",1,42.35897435897436,-41.35897435897436,-41.35897438573011,51.2265687088147,-50.2265687088147,-50.22656873734376
"('o', 'j')","('j', 'y')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,52.0236058978658,-52.0236058978658,-52.023605940121335
"('o', 'k')","('j', 'g')",1,42.35897435897436,-41.35897435897436,-41.35897438573011,45.22320667376731,-44.22320667376731,-44.223206668902996
"('o', 'l')","('j', '3')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,30.876132415052098,-30.876132415052098,-30.876132495905036
"('o', 'm')","('j', '2')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,30.675783455809984,-30.675783455809984,-30.67578340960608
"('o', 'n')","('j', 'v')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,50.8316854992519,-50.8316854992519,-50.83168548480898
"('o', 'o')","('j', 'j')",1,42.35897435897436,-41.35897435897436,-41.35897438573011,46.29544547932406,-45.29544547932406,-45.29544562501541
"('o', 'p')","('j', '1')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,30.478006310125878,-30.478006310125878,-30.478006283374267
"('o', 'q')","('j', '9')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,32.133404177884145,-32.133404177884145,-32.133404192791204
"('o', 'r')","('j', '6')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,31.492821160979588,-31.492821160979588,-31.49282119920826
"('o', 's')","('j', '0')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,30.282779511485305,-30.282779511485305,-30.28277951671043
"('o', 't')","('j', '8')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,31.917188095664173,-31.917188095664173,-31.917188152874584
"('o', 'u')","('j', '4')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,31.079074415938372,-31.079074415938372,-31.079074369699807
"('o', 'v')","('j', '5')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,31.284630431205027,-31.284630431205027,-31.28463035864115
"('o', 'w')","('j', 'x')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,51.623888273594524,-51.623888273594524,-51.62388833923614
"('o', 'x')","('j', '7')",1,42.35897435897436,-41.35897435897436,-41.35897438573011,31.70366701519214,-30.70366701519214,-30.70366701649618
"('o', 'y')","('j', 'U')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,39.347695350761306,-39.347695350761306,-39.34769533771032
"('o', 'z')","('j', 'E')",0,42.35897435897436,-42.35897435897436,-42.35897436046798,34.94487698919181,-34.94487698919181,-34.94487696116266
"('p', ' ')","('1', 'a')",3,49.46153846153846,-46.46153846153846,-46.461538477160495,51.12483273905922,-48.12483273905922,-48.12483280147716
"('p', '0')","('1', 'l')",0,49.46153846153846,-49.46153846153846,-49.461538446848856,54.9685352940374,-54.9685352940374,-54.968535368971054
"('p', '1')","('1', 'SPACE')",451,49.46153846153846,401.53846153846155,401.53846152861655,31.30806944323693,419.69193055676305,419.6919305286428
"('p', '2')","('1', 'z')",0,49.46153846153846,-49.46153846153846,-49.461538446848856,59.82966971218028,-59.82966971218028,-59.82966972624126
"('p', '3')","('1', 'm')",0,49.46153846153846,-49.46153846153846,-49.461538446848856,55.31818679193301,-55.31818679193301,-55.318186832664644
"('p', '4')","('1', 'n')",2,49.46153846153846,-47.46153846153846,-47.461538497373105,55.667659392864316,-53.667659392864316,-53.66765940379991
